article_id,bias_label,n_comments,mean_polarity,std_polarity,pct_positive,pct_negative,mean_anger,mean_joy,mean_fear
1168003568_hazte-tu-propia-cpu-en-casa,1,1,-0.09578864648938179,,0.0,0.0,0.0014571023639291525,0.006240192800760269,0.0006591777200810611
1168007571_joven-koreano-muere-pasarse-mas-72-horas-seguidas-jugando-nueva-wii,0,1,-0.12197919189929962,,0.0,0.0,0.001658571301959455,0.0014592637307941914,0.0013083993690088391
1168197292_aparece-primera-tarjeta-grafica-3d-basada-hardware-software-abierto,0,2,-0.08905327506363392,0.031720700737704756,0.0,0.0,0.04059582855552435,0.00554985087364912,0.0035804774379357696
1168198669_las-reservas-de-irak-a-punto,0,2,-0.05033542588353157,0.08127407025515687,0.0,0.0,0.016987693845294416,0.006809412618167698,0.003348402911797166
1168252495_amd-a-por-los-ocho-nucleos,1,1,-0.06365416198968887,,0.0,0.0,0.0020874266047030687,0.006890590768307447,0.00028747619944624603
1168365220_divertida-vineta-sobre-rebajas,1,1,0.9386490220203996,,1.0,0.0,0.0003189817361999303,0.9904710054397583,0.0005035831709392369
1168463890_pp-anuncia-no-acudira-sabado-manifestacion-madrid,0,2,-0.30934820510447025,0.2789433455828146,0.0,0.5,0.44251292712579016,0.0035781402548309416,0.0010300162539351732
1168502699_horarios-que-nos-estan-matando,1,2,-0.2490743277594447,0.18793039909097842,0.0,0.0,0.046785891987383366,0.03636501124128699,0.00592183307162486
1168518135_cuidado-barras-para-navegadores-caso-spoke.com,0,1,-0.30028438940644264,,0.0,0.0,0.0010062787914648652,0.003998591564595699,0.0010217204689979553
1168522665_david-bravo-opina-sobre-si-deben-prohibir-videojuegos-violentos,1,1,-0.12562648952007294,,0.0,0.0,0.0006272204918786883,0.001641769427806139,0.0003290077147539705
